GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),COUNTRY (CODE),STARTYEAR,ENDYEAR,COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),GHECAUSES (CODE),GHECAUSES (DISPLAY),GHECAUSES (URL),TIMEPERIOD (CODE),TIMEPERIOD (DISPLAY),TIMEPERIOD (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
NCD_GLUC_03,Raised fasting blood glucose (>= 7.0 mmol/L) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2379,PUBLISHED,Published,,2009,2009,,EMR,Eastern Mediterranean,,DJI,2009,2009,Djibouti,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,5.6 [3.1-9.2],5.60000,3.10000,9.20000,,,
NCD_PAC_ADO,Prevalence of insufficient physical activity among school going adolescents aged 11-17 (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4482,PUBLISHED,Published,,2015,2015,,EMR,Eastern Mediterranean,,DJI,2015,2015,Djibouti,,YEARS11-17,11-17 years,,FMLE,Female,,,,,,,,89.3 [86.7-91.4],89.28730,86.70415,91.41826,,,
NCD_PAC_ADO,Prevalence of insufficient physical activity among school going adolescents aged 11-17 (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4482,PUBLISHED,Published,,2016,2016,,EMR,Eastern Mediterranean,,DJI,2016,2016,Djibouti,,YEARS11-17,11-17 years,,FMLE,Female,,,,,,,,89.3 [86.7-91.4],89.29456,86.69302,91.43773,,,
NCD_PAC_ADO,Prevalence of insufficient physical activity among school going adolescents aged 11-17 (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4482,PUBLISHED,Published,,2013,2013,,EMR,Eastern Mediterranean,,DJI,2013,2013,Djibouti,,YEARS11-17,11-17 years,,MLE,Male,,,,,,,,81.7 [78.0-84.8],81.65503,78.03777,84.79262,,,
NCD_PAC_ADO,Prevalence of insufficient physical activity among school going adolescents aged 11-17 (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4482,PUBLISHED,Published,,2014,2014,,EMR,Eastern Mediterranean,,DJI,2014,2014,Djibouti,,YEARS11-17,11-17 years,,MLE,Male,,,,,,,,81.5 [77.9-84.7],81.53067,77.87089,84.70408,,,
NCD_PAC_ADO,Prevalence of insufficient physical activity among school going adolescents aged 11-17 (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4482,PUBLISHED,Published,,2015,2015,,EMR,Eastern Mediterranean,,DJI,2015,2015,Djibouti,,YEARS11-17,11-17 years,,MLE,Male,,,,,,,,81.4 [77.7-84.6],81.40565,77.69864,84.61846,,,
NCD_PAC_ADO,Prevalence of insufficient physical activity among school going adolescents aged 11-17 (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4482,PUBLISHED,Published,,2016,2016,,EMR,Eastern Mediterranean,,DJI,2016,2016,Djibouti,,YEARS11-17,11-17 years,,MLE,Male,,,,,,,,81.3 [77.5-84.5],81.27956,77.51950,84.53618,,,
NCD_GLUC_03,Raised fasting blood glucose (>= 7.0 mmol/L) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2379,PUBLISHED,Published,,2010,2010,,EMR,Eastern Mediterranean,,DJI,2010,2010,Djibouti,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,5.6 [3.0-9.4],5.60000,3.00000,9.40000,,,
NCD_GLUC_03,Raised fasting blood glucose (>= 7.0 mmol/L) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2379,PUBLISHED,Published,,2011,2011,,EMR,Eastern Mediterranean,,DJI,2011,2011,Djibouti,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,5.6 [3.0-9.6],5.60000,3.00000,9.60000,,,
NCD_GLUC_03,Raised fasting blood glucose (>= 7.0 mmol/L) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2379,PUBLISHED,Published,,2012,2012,,EMR,Eastern Mediterranean,,DJI,2012,2012,Djibouti,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,5.7 [2.9-10.0],5.70000,2.90000,10.00000,,,
NCD_GLUC_04,Raised fasting blood glucose (>=7.0 mmol/L) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2379,PUBLISHED,Published,,1993,1993,,EMR,Eastern Mediterranean,,DJI,1993,1993,Djibouti,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,7.4 [4.0-12.0],7.40000,4.00000,12.00000,,,
NCD_GLUC_04,Raised fasting blood glucose (>=7.0 mmol/L) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2379,PUBLISHED,Published,,1994,1994,,EMR,Eastern Mediterranean,,DJI,1994,1994,Djibouti,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,7.5 [4.2-12.2],7.50000,4.20000,12.20000,,,
NCD_GLUC_04,Raised fasting blood glucose (>=7.0 mmol/L) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2379,PUBLISHED,Published,,1995,1995,,EMR,Eastern Mediterranean,,DJI,1995,1995,Djibouti,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,7.7 [4.3-12.3],7.70000,4.30000,12.30000,,,
NCD_GLUC_04,Raised fasting blood glucose (>=7.0 mmol/L) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2379,PUBLISHED,Published,,2009,2009,,EMR,Eastern Mediterranean,,DJI,2009,2009,Djibouti,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,8.6 [4.9-13.6],8.60000,4.90000,13.60000,,,
NCD_GLUC_04,Raised fasting blood glucose (>=7.0 mmol/L) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2379,PUBLISHED,Published,,2010,2010,,EMR,Eastern Mediterranean,,DJI,2010,2010,Djibouti,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,8.6 [4.8-13.8],8.60000,4.80000,13.80000,,,
NCD_GLUC_04,Raised fasting blood glucose (>=7.0 mmol/L) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2379,PUBLISHED,Published,,2011,2011,,EMR,Eastern Mediterranean,,DJI,2011,2011,Djibouti,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,8.6 [4.7-14.0],8.60000,4.70000,14.00000,,,
NCD_GLUC_04,Raised fasting blood glucose (>=7.0 mmol/L) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2379,PUBLISHED,Published,,2012,2012,,EMR,Eastern Mediterranean,,DJI,2012,2012,Djibouti,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,8.6 [4.5-14.4],8.60000,4.50000,14.40000,,,
NCD_GLUC_04,Raised fasting blood glucose (>=7.0 mmol/L) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2379,PUBLISHED,Published,,1992,1992,,EMR,Eastern Mediterranean,,DJI,1992,1992,Djibouti,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,6.7 [3.6-11.0],6.70000,3.60000,11.00000,,,
NCD_GLUC_04,Raised fasting blood glucose (>=7.0 mmol/L) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2379,PUBLISHED,Published,,1993,1993,,EMR,Eastern Mediterranean,,DJI,1993,1993,Djibouti,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,6.8 [3.7-11.1],6.80000,3.70000,11.10000,,,
NCD_GLUC_04,Raised fasting blood glucose (>=7.0 mmol/L) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2379,PUBLISHED,Published,,1994,1994,,EMR,Eastern Mediterranean,,DJI,1994,1994,Djibouti,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,6.9 [3.8-11.3],6.90000,3.80000,11.30000,,,
NCD_GLUC_04,Raised fasting blood glucose (>=7.0 mmol/L) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2379,PUBLISHED,Published,,1995,1995,,EMR,Eastern Mediterranean,,DJI,1995,1995,Djibouti,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,7.0 [3.9-11.3],7.00000,3.90000,11.30000,,,
NCD_GLUC_04,Raised fasting blood glucose (>=7.0 mmol/L) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2379,PUBLISHED,Published,,2009,2009,,EMR,Eastern Mediterranean,,DJI,2009,2009,Djibouti,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,7.5 [4.3-12.2],7.50000,4.30000,12.20000,,,
NCD_GLUC_04,Raised fasting blood glucose (>=7.0 mmol/L) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2379,PUBLISHED,Published,,2010,2010,,EMR,Eastern Mediterranean,,DJI,2010,2010,Djibouti,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,7.5 [4.2-12.3],7.50000,4.20000,12.30000,,,
NCD_GLUC_04,Raised fasting blood glucose (>=7.0 mmol/L) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2379,PUBLISHED,Published,,2011,2011,,EMR,Eastern Mediterranean,,DJI,2011,2011,Djibouti,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,7.5 [4.1-12.6],7.50000,4.10000,12.60000,,,
NCD_GLUC_04,Raised fasting blood glucose (>=7.0 mmol/L) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2379,PUBLISHED,Published,,2012,2012,,EMR,Eastern Mediterranean,,DJI,2012,2012,Djibouti,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,7.6 [4.0-12.8],7.60000,4.00000,12.80000,,,
NCD_DTH_TOT,Total NCD Deaths (in thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/36,PUBLISHED,Published,,2001,2001,,EMR,Eastern Mediterranean,,DJI,2001,2001,Djibouti,,,,,MLE,Male,,GHE060,Noncommunicable diseases,,,,,1090 [539-2015],1089.75200,539.24180,2014.95500,,,
NCD_DTH_TOT,Total NCD Deaths (in thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/36,PUBLISHED,Published,,2016,2016,,EMR,Eastern Mediterranean,,DJI,2016,2016,Djibouti,,,,,MLE,Male,,GHE060,Noncommunicable diseases,,,,,1848 [927-3373],1848.27100,926.51840,3373.26800,,,
NCD_DTH_TOT,Total NCD Deaths (in thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/36,PUBLISHED,Published,,2016,2016,,EMR,Eastern Mediterranean,,DJI,2016,2016,Djibouti,,,,,BTSX,Both sexes,,GHE060,Noncommunicable diseases,,,,,3402 [1694-6199],3402.30100,1693.66500,6198.88500,,,
NCD_DTH_TOT,Total NCD Deaths (in thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/36,PUBLISHED,Published,,2018,2018,,EMR,Eastern Mediterranean,,DJI,2018,2018,Djibouti,,,,,BTSX,Both sexes,,GHE060,Noncommunicable diseases,,,,,3669 [1837-6654],3668.54200,1836.83600,6654.15500,,,
NCD_DTH_TOT,Total NCD Deaths (in thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/36,PUBLISHED,Published,,2013,2013,,EMR,Eastern Mediterranean,,DJI,2013,2013,Djibouti,,,,,FMLE,Female,,GHE060,Noncommunicable diseases,,,,,1408 [689-2580],1408.30600,688.57920,2579.53600,,,
NCD_DTH_TOT,Total NCD Deaths (in thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/36,PUBLISHED,Published,,2012,2012,,EMR,Eastern Mediterranean,,DJI,2012,2012,Djibouti,,,,,MLE,Male,,GHE060,Noncommunicable diseases,,,,,1632 [815-2984],1631.97400,815.23220,2983.84700,,,
NCD_DTH_TOT,Total NCD Deaths (in thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/36,PUBLISHED,Published,,2004,2004,,EMR,Eastern Mediterranean,,DJI,2004,2004,Djibouti,,,,,FMLE,Female,,GHE060,Noncommunicable diseases,,,,,1063 [519-1950],1063.14500,519.04510,1950.04700,,,
NCD_DTH_TOT,Total NCD Deaths (in thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/36,PUBLISHED,Published,,2017,2017,,EMR,Eastern Mediterranean,,DJI,2017,2017,Djibouti,,,,,MLE,Male,,GHE060,Noncommunicable diseases,,,,,1931 [972-3516],1931.12300,972.40340,3516.30700,,,
NCD_DTH_TOT,Total NCD Deaths (in thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/36,PUBLISHED,Published,,2013,2013,,EMR,Eastern Mediterranean,,DJI,2013,2013,Djibouti,,,,,BTSX,Both sexes,,GHE060,Noncommunicable diseases,,,,,3108 [1537-5693],3107.89500,1536.77600,5693.19500,,,
NCD_PAC_ADO,Prevalence of insufficient physical activity among school going adolescents aged 11-17 (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4482,PUBLISHED,Published,,2012,2012,,EMR,Eastern Mediterranean,,DJI,2012,2012,Djibouti,,YEARS11-17,11-17 years,,BTSX,Both sexes,,,,,,,,85.5 [82.4-88.1],85.47747,82.40771,88.08992,,,
NCD_PAC_ADO,Prevalence of insufficient physical activity among school going adolescents aged 11-17 (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4482,PUBLISHED,Published,,2013,2013,,EMR,Eastern Mediterranean,,DJI,2013,2013,Djibouti,,YEARS11-17,11-17 years,,BTSX,Both sexes,,,,,,,,85.4 [82.3-88.0],85.41731,82.32393,88.04906,,,
NCD_PAC_ADO,Prevalence of insufficient physical activity among school going adolescents aged 11-17 (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4482,PUBLISHED,Published,,2014,2014,,EMR,Eastern Mediterranean,,DJI,2014,2014,Djibouti,,YEARS11-17,11-17 years,,BTSX,Both sexes,,,,,,,,85.4 [82.2-88.0],85.35705,82.23618,88.01089,,,
NCD_PAC_ADO,Prevalence of insufficient physical activity among school going adolescents aged 11-17 (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4482,PUBLISHED,Published,,2015,2015,,EMR,Eastern Mediterranean,,DJI,2015,2015,Djibouti,,YEARS11-17,11-17 years,,BTSX,Both sexes,,,,,,,,85.3 [82.1-88.0],85.29694,82.14480,87.97562,,,
NCD_PAC_ADO,Prevalence of insufficient physical activity among school going adolescents aged 11-17 (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4482,PUBLISHED,Published,,2013,2013,,EMR,Eastern Mediterranean,,DJI,2013,2013,Djibouti,,YEARS11-17,11-17 years,,FMLE,Female,,,,,,,,89.3 [86.7-91.4],89.27459,86.71832,91.38773,,,
NCD_PAC_ADO,Prevalence of insufficient physical activity among school going adolescents aged 11-17 (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4482,PUBLISHED,Published,,2014,2014,,EMR,Eastern Mediterranean,,DJI,2014,2014,Djibouti,,YEARS11-17,11-17 years,,FMLE,Female,,,,,,,,89.3 [86.7-91.4],89.28094,86.71272,91.40199,,,
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2380,PUBLISHED,Published,,1983,1983,,EMR,Eastern Mediterranean,,DJI,1983,1983,Djibouti,,,,,MLE,Male,,,,,,,,5.58 [4.65-6.52],5.58495,4.64908,6.52292,,,
NCD_DTH_TOT,Total NCD Deaths (in thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/36,PUBLISHED,Published,,2002,2002,,EMR,Eastern Mediterranean,,DJI,2002,2002,Djibouti,,,,,MLE,Male,,GHE060,Noncommunicable diseases,,,,,1134 [562-2094],1134.17000,561.99360,2094.08000,,,
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2380,PUBLISHED,Published,,2002,2002,,EMR,Eastern Mediterranean,,DJI,2002,2002,Djibouti,,,,,FMLE,Female,,,,,,,,5.37 [4.58-6.17],5.37464,4.58190,6.17220,,,
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2380,PUBLISHED,Published,,2001,2001,,EMR,Eastern Mediterranean,,DJI,2001,2001,Djibouti,,,,,FMLE,Female,,,,,,,,5.40 [4.58-6.19],5.40035,4.58233,6.18976,,,
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2380,PUBLISHED,Published,,2000,2000,,EMR,Eastern Mediterranean,,DJI,2000,2000,Djibouti,,,,,FMLE,Female,,,,,,,,5.43 [4.61-6.22],5.42674,4.61038,6.21551,,,
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2380,PUBLISHED,Published,,1999,1999,,EMR,Eastern Mediterranean,,DJI,1999,1999,Djibouti,,,,,FMLE,Female,,,,,,,,5.45 [4.63-6.25],5.45269,4.62747,6.24575,,,
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2380,PUBLISHED,Published,,1998,1998,,EMR,Eastern Mediterranean,,DJI,1998,1998,Djibouti,,,,,FMLE,Female,,,,,,,,5.48 [4.65-6.28],5.47736,4.65066,6.27809,,,
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2380,PUBLISHED,Published,,1985,1985,,EMR,Eastern Mediterranean,,DJI,1985,1985,Djibouti,,,,,FMLE,Female,,,,,,,,5.58 [4.56-6.57],5.57700,4.55664,6.57045,,,
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2380,PUBLISHED,Published,,1984,1984,,EMR,Eastern Mediterranean,,DJI,1984,1984,Djibouti,,,,,FMLE,Female,,,,,,,,5.57 [4.49-6.63],5.57103,4.48647,6.63296,,,
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2380,PUBLISHED,Published,,1983,1983,,EMR,Eastern Mediterranean,,DJI,1983,1983,Djibouti,,,,,FMLE,Female,,,,,,,,5.57 [4.40-6.71],5.56502,4.40407,6.71429,,,
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2380,PUBLISHED,Published,,1982,1982,,EMR,Eastern Mediterranean,,DJI,1982,1982,Djibouti,,,,,FMLE,Female,,,,,,,,5.56 [4.30-6.81],5.56216,4.30166,6.80555,,,
NCDMORT3070,"Probability (%) of dying between age 30 and exact age 70 from any of cardiovascular disease, cancer, diabetes, or chronic respiratory disease",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3354,PUBLISHED,Published,,2013,2013,,EMR,Eastern Mediterranean,,DJI,2013,2013,Djibouti,,,,,BTSX,Both sexes,,,,,,,,22.6 [12.6-35.7],22.56420,12.58302,35.69532,,,
NCDMORT3070,"Probability (%) of dying between age 30 and exact age 70 from any of cardiovascular disease, cancer, diabetes, or chronic respiratory disease",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3354,PUBLISHED,Published,,2009,2009,,EMR,Eastern Mediterranean,,DJI,2009,2009,Djibouti,,,,,FMLE,Female,,,,,,,,20.3 [11.0-32.0],20.28250,11.02056,32.04144,,,
NCDMORT3070,"Probability (%) of dying between age 30 and exact age 70 from any of cardiovascular disease, cancer, diabetes, or chronic respiratory disease",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3354,PUBLISHED,Published,,2011,2011,,EMR,Eastern Mediterranean,,DJI,2011,2011,Djibouti,,,,,BTSX,Both sexes,,,,,,,,22.5 [12.6-35.4],22.49998,12.59499,35.37440,,,
NCDMORT3070,"Probability (%) of dying between age 30 and exact age 70 from any of cardiovascular disease, cancer, diabetes, or chronic respiratory disease",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3354,PUBLISHED,Published,,2004,2004,,EMR,Eastern Mediterranean,,DJI,2004,2004,Djibouti,,,,,BTSX,Both sexes,,,,,,,,23.3 [13.2-36.0],23.25027,13.23349,36.01283,,,
NCDMORT3070,"Probability (%) of dying between age 30 and exact age 70 from any of cardiovascular disease, cancer, diabetes, or chronic respiratory disease",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3354,PUBLISHED,Published,,2016,2016,,EMR,Eastern Mediterranean,,DJI,2016,2016,Djibouti,,,,,FMLE,Female,,,,,,,,20.6 [11.2-32.8],20.56288,11.21390,32.82164,,,
NCDMORT3070,"Probability (%) of dying between age 30 and exact age 70 from any of cardiovascular disease, cancer, diabetes, or chronic respiratory disease",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3354,PUBLISHED,Published,,2000,2000,,EMR,Eastern Mediterranean,,DJI,2000,2000,Djibouti,,,,,BTSX,Both sexes,,,,,,,,23.6 [13.5-36.4],23.56277,13.51402,36.37279,,,
NCDMORT3070,"Probability (%) of dying between age 30 and exact age 70 from any of cardiovascular disease, cancer, diabetes, or chronic respiratory disease",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3354,PUBLISHED,Published,,2014,2014,,EMR,Eastern Mediterranean,,DJI,2014,2014,Djibouti,,,,,FMLE,Female,,,,,,,,20.5 [11.2-32.9],20.53877,11.16468,32.93265,,,
NCDMORT3070,"Probability (%) of dying between age 30 and exact age 70 from any of cardiovascular disease, cancer, diabetes, or chronic respiratory disease",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3354,PUBLISHED,Published,,2008,2008,,EMR,Eastern Mediterranean,,DJI,2008,2008,Djibouti,,,,,MLE,Male,,,,,,,,24.6 [14.1-38.0],24.55148,14.11826,37.96333,,,
NCD_DTH_TOT,Total NCD Deaths (in thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/36,PUBLISHED,Published,,2011,2011,,EMR,Eastern Mediterranean,,DJI,2011,2011,Djibouti,,,,,BTSX,Both sexes,,GHE060,Noncommunicable diseases,,,,,2867 [1417-5244],2866.80500,1416.65700,5243.59700,,,
NCD_DTH_TOT,Total NCD Deaths (in thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/36,PUBLISHED,Published,,2018,2018,,EMR,Eastern Mediterranean,,DJI,2018,2018,Djibouti,,,,,FMLE,Female,,GHE060,Noncommunicable diseases,,,,,1694 [843-3060],1694.21200,842.98740,3059.91400,,,
NCD_DTH_TOT,Total NCD Deaths (in thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/36,PUBLISHED,Published,,2003,2003,,EMR,Eastern Mediterranean,,DJI,2003,2003,Djibouti,,,,,FMLE,Female,,GHE060,Noncommunicable diseases,,,,,1030 [501-1896],1029.77200,501.31520,1895.81600,,,
NCD_DTH_TOT,Total NCD Deaths (in thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/36,PUBLISHED,Published,,2005,2005,,EMR,Eastern Mediterranean,,DJI,2005,2005,Djibouti,,,,,BTSX,Both sexes,,GHE060,Noncommunicable diseases,,,,,2299 [1135-4197],2298.71000,1135.49000,4196.86600,,,
NCD_DTH_TOT,Total NCD Deaths (in thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/36,PUBLISHED,Published,,2001,2001,,EMR,Eastern Mediterranean,,DJI,2001,2001,Djibouti,,,,,FMLE,Female,,GHE060,Noncommunicable diseases,,,,,958 [467-1772],958.02340,466.57150,1771.84500,,,
NCD_DTH_TOT,Total NCD Deaths (in thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/36,PUBLISHED,Published,,2000,2000,,EMR,Eastern Mediterranean,,DJI,2000,2000,Djibouti,,,,,BTSX,Both sexes,,GHE060,Noncommunicable diseases,,,,,2010 [991-3713],2010.35000,990.67720,3713.13300,,,
NCD_UNDER70,Premature deaths due to noncommunicable diseases (NCD) as a proportion of all NCD deaths (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4731,PUBLISHED,Published,,2003,2003,,EMR,Eastern Mediterranean,,DJI,2003,2003,Djibouti,,,,,FMLE,Female,,GHE060,Noncommunicable diseases,,,,,61.4 [41.8-75.5],61.40883,41.76400,75.53346,,,
NCD_UNDER70,Premature deaths due to noncommunicable diseases (NCD) as a proportion of all NCD deaths (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4731,PUBLISHED,Published,,2004,2004,,EMR,Eastern Mediterranean,,DJI,2004,2004,Djibouti,,,,,FMLE,Female,,GHE060,Noncommunicable diseases,,,,,61.2 [41.7-75.3],61.17170,41.65218,75.27721,,,
NCD_UNDER70,Premature deaths due to noncommunicable diseases (NCD) as a proportion of all NCD deaths (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4731,PUBLISHED,Published,,2018,2018,,EMR,Eastern Mediterranean,,DJI,2018,2018,Djibouti,,,,,FMLE,Female,,GHE060,Noncommunicable diseases,,,,,57.5 [38.5-72.0],57.47117,38.46735,72.01945,,,
NCD_UNDER70,Premature deaths due to noncommunicable diseases (NCD) as a proportion of all NCD deaths (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4731,PUBLISHED,Published,,2019,2019,,EMR,Eastern Mediterranean,,DJI,2019,2019,Djibouti,,,,,FMLE,Female,,GHE060,Noncommunicable diseases,,,,,56.9 [37.9-71.5],56.89640,37.93720,71.47868,,,
NCD_UNDER70,Premature deaths due to noncommunicable diseases (NCD) as a proportion of all NCD deaths (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4731,PUBLISHED,Published,,2000,2000,,EMR,Eastern Mediterranean,,DJI,2000,2000,Djibouti,,,,,BTSX,Both sexes,,GHE060,Noncommunicable diseases,,,,,65.9 [47.3-78.9],65.88005,47.29379,78.86754,,,
NCD_UNDER70,Premature deaths due to noncommunicable diseases (NCD) as a proportion of all NCD deaths (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4731,PUBLISHED,Published,,2001,2001,,EMR,Eastern Mediterranean,,DJI,2001,2001,Djibouti,,,,,BTSX,Both sexes,,GHE060,Noncommunicable diseases,,,,,64.9 [46.0-78.2],64.87426,46.02662,78.15199,,,
NCD_UNDER70,Premature deaths due to noncommunicable diseases (NCD) as a proportion of all NCD deaths (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4731,PUBLISHED,Published,,2015,2015,,EMR,Eastern Mediterranean,,DJI,2015,2015,Djibouti,,,,,BTSX,Both sexes,,GHE060,Noncommunicable diseases,,,,,61.6 [42.8-75.3],61.56627,42.76083,75.34998,,,
NCD_UNDER70,Premature deaths due to noncommunicable diseases (NCD) as a proportion of all NCD deaths (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4731,PUBLISHED,Published,,2016,2016,,EMR,Eastern Mediterranean,,DJI,2016,2016,Djibouti,,,,,BTSX,Both sexes,,GHE060,Noncommunicable diseases,,,,,61.2 [42.5-75.0],61.15370,42.46491,74.98166,,,
